,0,1,2,3,4,5,6,7,8,9,10,11
0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22.0,9.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,105.0,24.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,99.0,39.0,19.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4,102.0,26.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,19.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,97.0,57.0,19.0,10.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
