,0,1,2,3,4,5,6,7,8,9,10,11
0,101.0,60.0,34.0,11.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
1,46.0,23.0,12.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2,21.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,60.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,71.0,45.0,30.0,17.0,6.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0
6,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
