,0,1,2,3,4,5,6
0,135.0,83.0,117.0,166.0,87.0,93.0,108.0
1,439.0,245.0,215.0,221.0,256.0,409.0,285.0
2,114.0,84.0,60.0,65.0,105.0,198.0,155.0
