,Year,Month,Day,Val1,Val2,Phase,Val3,Something
14955,2015,5,12,0.2525228,0.65854764,6,0.70530331,Prelim_value:_OLR_&_ACCESS_wind
14956,2015,5,13,0.0825,0.58383751,6,0.58963084,Prelim_value:_OLR_&_ACCESS_wind
14957,2015,5,14,-0.0884,0.48926029,7,0.49719024,Prelim_value:_OLR_&_ACCESS_wind
14958,2015,5,15,0.0306,0.72834694,6,0.72898942,Prelim_value:_OLR_&_ACCESS_wind
14959,2015,5,16,-0.0144,0.79698002,7,0.79711008,Prelim_value:_OLR_&_ACCESS_wind
14960,2015,5,17,-0.0679,0.94126499,7,0.94370788,Prelim_value:_OLR_&_ACCESS_wind
14961,2015,5,18,-0.16266079,0.90919131,7,0.92362732,Prelim_value:_OLR_&_ACCESS_wind
14962,2015,5,19,-0.0724,0.75188911,7,0.75536788,Prelim_value:_OLR_&_ACCESS_wind
14963,2015,5,20,-0.10082569999999999,0.54077536,7,0.55009437,Prelim_value:_OLR_&_ACCESS_wind
14964,2015,5,21,-0.17154582,0.13288492,8,0.21699394,Prelim_value:_OLR_&_ACCESS_wind
14965,2015,5,22,-0.186783,-0.14120786,1,0.23415284,Prelim_value:_OLR_&_ACCESS_wind
14966,2015,5,23,-0.32037091,-0.36534357,2,0.48591506,Prelim_value:_OLR_&_ACCESS_wind
14967,2015,5,24,-0.1896297,-0.44594941,2,0.48459291,Prelim_value:_OLR_&_ACCESS_wind
14968,2015,5,25,-0.43622452,-0.40570393,1,0.59572434,Prelim_value:_OLR_&_ACCESS_wind
14969,2015,5,26,-0.46023032,-0.41181579,1,0.61757928,Prelim_value:_OLR_&_ACCESS_wind
14970,2015,5,27,-0.70359063,-0.36906898,1,0.79451352,Prelim_value:_OLR_&_ACCESS_wind
14971,2015,5,28,-0.87454385,-0.33569011,1,0.93675756,Prelim_value:_OLR_&_ACCESS_wind
14972,2015,5,29,-0.91796148,-0.29281205,1,0.96353108,Prelim_value:_OLR_&_ACCESS_wind
14973,2015,5,30,-1.23551,-0.21193863,1,1.2535561000000002,Prelim_value:_OLR_&_ACCESS_wind
14974,2015,5,31,-1.4158995,-0.14873427,1,1.4236901000000002,Prelim_value:_OLR_&_ACCESS_wind
15249,2016,3,1,-1.2211338,0.99933219,8,1.5779203000000002,Prelim_value:_OLR_&_ACCESS_wind
