,0,1,2,3,4,5,6
0,80.0,44.0,43.0,51.0,50.0,81.0,62.0
1,477.0,282.0,267.0,311.0,309.0,487.0,379.0
2,78.0,42.0,41.0,48.0,47.0,80.0,60.0
