,0,1,2,3,4,5,6
0,168.0,104.0,100.0,114.0,113.0,172.0,137.0
1,415.0,253.0,240.0,277.0,275.0,421.0,332.0
2,167.0,104.0,100.0,114.0,113.0,169.0,135.0
