,Year,Month,Day,Phase
1247,1992,11,4,8
1248,1992,11,5,8
1249,1992,11,6,8
1250,1992,11,7,8
1251,1992,11,8,8
1252,1992,11,9,1
1253,1992,11,10,1
1254,1992,11,11,1
1255,1992,11,12,1
1256,1992,11,13,1
1257,1992,11,14,2
1258,1992,11,15,2
1259,1992,11,16,2
1260,1992,11,17,2
1261,1992,11,18,7
1262,1992,11,19,7
1263,1992,11,20,7
1264,1992,11,21,7
1265,1992,11,22,7
1266,1992,11,23,8
1267,1992,11,24,8
1268,1992,11,25,8
1269,1992,11,26,1
1270,1992,11,27,1
1271,1992,11,28,1
1272,1992,11,29,1
1273,1992,11,30,1
1274,1993,9,1,2
1275,1993,9,2,2
1276,1993,9,3,2
1277,1993,9,4,3
1278,1993,9,5,3
1279,1993,9,6,3
1280,1993,9,7,2
1281,1993,9,8,3
1282,1993,9,9,2
1283,1993,9,10,2
1284,1993,9,11,2
1285,1993,9,12,3
1286,1993,9,13,3
1287,1993,9,14,4
1288,1993,9,15,6
1289,1993,9,16,6
1290,1993,9,17,5
1291,1993,9,18,2
1292,1993,9,19,1
1293,1993,9,20,8
1294,1993,9,21,8
1295,1993,9,22,1
1296,1993,9,23,1
1297,1993,9,24,3
1298,1993,9,25,3
1299,1993,9,26,4
1300,1993,9,27,4
1301,1993,9,28,4
1302,1993,9,29,4
1303,1993,9,30,4
1304,1993,10,1,4
1305,1993,10,2,4
1306,1993,10,3,4
1307,1993,10,4,4
1308,1993,10,5,4
1309,1993,10,6,4
1310,1993,10,7,4
1311,1993,10,8,5
1312,1993,10,9,6
1313,1993,10,10,6
1314,1993,10,11,6
1315,1993,10,12,7
1316,1993,10,13,8
1317,1993,10,14,1
1318,1993,10,15,1
1319,1993,10,16,1
1320,1993,10,17,7
1321,1993,10,18,7
1322,1993,10,19,7
1323,1993,10,20,6
1324,1993,10,21,6
1325,1993,10,22,7
1326,1993,10,23,7
1327,1993,10,24,7
1328,1993,10,25,8
1329,1993,10,26,8
1330,1993,10,27,8
1331,1993,10,28,8
1332,1993,10,29,8
1333,1993,10,30,1
1334,1993,10,31,1
1335,1993,11,1,1
1336,1993,11,2,1
1337,1993,11,3,2
1338,1993,11,4,2
1339,1993,11,5,2
1340,1993,11,6,2
1341,1993,11,7,2
1342,1993,11,8,3
1343,1993,11,9,3
1344,1993,11,10,4
1345,1993,11,11,4
1346,1993,11,12,4
1347,1993,11,13,5
1348,1993,11,14,5
1349,1993,11,15,5
1350,1993,11,16,5
1351,1993,11,17,3
1352,1993,11,18,2
1353,1993,11,19,1
1354,1993,11,20,1
1355,1993,11,21,1
1356,1993,11,22,2
1357,1993,11,23,2
1358,1993,11,24,2
1359,1993,11,25,2
1360,1993,11,26,3
1361,1993,11,27,2
1362,1993,11,28,2
1363,1993,11,29,3
1364,1993,11,30,3
1365,1994,9,1,4
1366,1994,9,2,4
1367,1994,9,3,4
1368,1994,9,4,5
1369,1994,9,5,5
1370,1994,9,6,5
1371,1994,9,7,5
1372,1994,9,8,6
1373,1994,9,9,6
1374,1994,9,10,6
1375,1994,9,11,6
1376,1994,9,12,7
1377,1994,9,13,7
1378,1994,9,14,6
1379,1994,9,15,6
1380,1994,9,16,6
1381,1994,9,17,6
1382,1994,9,18,7
1383,1994,9,19,7
1384,1994,9,20,7
1385,1994,9,21,7
1386,1994,9,22,7
1387,1994,9,23,8
1388,1994,9,24,8
1389,1994,9,25,8
1390,1994,9,26,8
1391,1994,9,27,8
1392,1994,9,28,8
1393,1994,9,29,8
1394,1994,9,30,8
1395,1994,10,1,8
1396,1994,10,2,8
1397,1994,10,3,1
1398,1994,10,4,1
1399,1994,10,5,1
1400,1994,10,6,1
1401,1994,10,7,1
1402,1994,10,8,1
1403,1994,10,9,1
1404,1994,10,10,1
1405,1994,10,11,1
1406,1994,10,12,1
1407,1994,10,13,1
1408,1994,10,14,1
1409,1994,10,15,1
1410,1994,10,16,1
1411,1994,10,17,1
1412,1994,10,18,1
1413,1994,10,19,1
1414,1994,10,20,1
1415,1994,10,21,2
1416,1994,10,22,2
1417,1994,10,23,2
1418,1994,10,24,3
1419,1994,10,25,3
1420,1994,10,26,3
1421,1994,10,27,3
1422,1994,10,28,3
1423,1994,10,29,3
1424,1994,10,30,2
1425,1994,10,31,1
1426,1994,11,1,1
1427,1994,11,2,1
1428,1994,11,3,1
1429,1994,11,4,1
1430,1994,11,5,1
1431,1994,11,6,1
1432,1994,11,7,1
1433,1994,11,8,2
1434,1994,11,9,2
1435,1994,11,10,2
1436,1994,11,11,2
1437,1994,11,12,2
1438,1994,11,13,2
1439,1994,11,14,2
1440,1994,11,15,2
1441,1994,11,16,3
1442,1994,11,17,3
1443,1994,11,18,2
1444,1994,11,19,2
1445,1994,11,20,2
1446,1994,11,21,2
1447,1994,11,22,2
1448,1994,11,23,2
1449,1994,11,24,3
1450,1994,11,25,3
1451,1994,11,26,3
1452,1994,11,27,3
1453,1994,11,28,3
1454,1994,11,29,3
1455,1994,11,30,4
1456,1995,9,1,4
1457,1995,9,2,5
1458,1995,9,3,5
1459,1995,9,4,5
1460,1995,9,5,5
1461,1995,9,6,5
1462,1995,9,7,6
1463,1995,9,8,6
1464,1995,9,9,6
1465,1995,9,10,6
1466,1995,9,11,7
1467,1995,9,12,7
1468,1995,9,13,8
1469,1995,9,14,7
1470,1995,9,15,5
1471,1995,9,16,4
1472,1995,9,17,4
1473,1995,9,18,5
1474,1995,9,19,5
1475,1995,9,20,5
1476,1995,9,21,6
1477,1995,9,22,6
1478,1995,9,23,6
1479,1995,9,24,6
1480,1995,9,25,6
1481,1995,9,26,6
1482,1995,9,27,5
1483,1995,9,28,5
1484,1995,9,29,4
1485,1995,9,30,3
1486,1995,10,1,3
1487,1995,10,2,5
1488,1995,10,3,5
1489,1995,10,4,6
1490,1995,10,5,6
1491,1995,10,6,7
1492,1995,10,7,7
1493,1995,10,8,7
1494,1995,10,9,7
1495,1995,10,10,7
1496,1995,10,11,7
1497,1995,10,12,7
1498,1995,10,13,7
1499,1995,10,14,7
1500,1995,10,15,6
1501,1995,10,16,7
1502,1995,10,17,8
1503,1995,10,18,1
1504,1995,10,19,7
1505,1995,10,20,5
1506,1995,10,21,5
1507,1995,10,22,5
1508,1995,10,23,7
1509,1995,10,24,7
1510,1995,10,25,6
1511,1995,10,26,5
1512,1995,10,27,3
1513,1995,10,28,3
1514,1995,10,29,3
1515,1995,10,30,4
1516,1995,10,31,4
1517,1995,11,1,4
1518,1995,11,2,4
1519,1995,11,3,4
1520,1995,11,4,4
1521,1995,11,5,4
1522,1995,11,6,4
1523,1995,11,7,4
1524,1995,11,8,4
1525,1995,11,9,4
1526,1995,11,10,4
1527,1995,11,11,4
1528,1995,11,12,4
1529,1995,11,13,5
1530,1995,11,14,5
1531,1995,11,15,5
1532,1995,11,16,4
1533,1995,11,17,5
1534,1995,11,18,5
1535,1995,11,19,5
1536,1995,11,20,5
1537,1995,11,21,5
1538,1995,11,22,5
1539,1995,11,23,5
1540,1995,11,24,6
1541,1995,11,25,6
1542,1995,11,26,6
1543,1995,11,27,6
1544,1995,11,28,6
1545,1995,11,29,6
1546,1995,11,30,6
1547,1996,9,1,2
1548,1996,9,2,4
1549,1996,9,3,4
1550,1996,9,4,5
1551,1996,9,5,5
1552,1996,9,6,5
1553,1996,9,7,5
1554,1996,9,8,5
1555,1996,9,9,5
1556,1996,9,10,5
1557,1996,9,11,5
1558,1996,9,12,5
1559,1996,9,13,5
1560,1996,9,14,5
1561,1996,9,15,5
1562,1996,9,16,5
1563,1996,9,17,5
1564,1996,9,18,5
1565,1996,9,19,6
1566,1996,9,20,6
1567,1996,9,21,6
1568,1996,9,22,6
1569,1996,9,23,7
1570,1996,9,24,7
1571,1996,9,25,7
1572,1996,9,26,7
1573,1996,9,27,8
1574,1996,9,28,8
1575,1996,9,29,2
1576,1996,9,30,2
1577,1996,10,1,1
1578,1996,10,2,1
1579,1996,10,3,1
1580,1996,10,4,1
1581,1996,10,5,1
1582,1996,10,6,1
1583,1996,10,7,1
1584,1996,10,8,1
1585,1996,10,9,8
1586,1996,10,10,8
1587,1996,10,11,8
1588,1996,10,12,1
1589,1996,10,13,8
1590,1996,10,14,1
1591,1996,10,15,1
1592,1996,10,16,1
1593,1996,10,17,1
1594,1996,10,18,2
1595,1996,10,19,2
1596,1996,10,20,3
1597,1996,10,21,3
1598,1996,10,22,4
1599,1996,10,23,4
1600,1996,10,24,4
1601,1996,10,25,4
1602,1996,10,26,4
1603,1996,10,27,4
1604,1996,10,28,5
1605,1996,10,29,5
1606,1996,10,30,5
1607,1996,10,31,5
1608,1996,11,1,5
1609,1996,11,2,5
1610,1996,11,3,5
1611,1996,11,4,5
1612,1996,11,5,5
1613,1996,11,6,5
1614,1996,11,7,5
1615,1996,11,8,6
1616,1996,11,9,6
1617,1996,11,10,6
1618,1996,11,11,7
1619,1996,11,12,7
1620,1996,11,13,8
1621,1996,11,14,8
1622,1996,11,15,8
1623,1996,11,16,8
1624,1996,11,17,8
1625,1996,11,18,8
1626,1996,11,19,1
1627,1996,11,20,1
1628,1996,11,21,1
1629,1996,11,22,2
1630,1996,11,23,2
1631,1996,11,24,2
1632,1996,11,25,2
1633,1996,11,26,2
1634,1996,11,27,3
1635,1996,11,28,3
1636,1996,11,29,3
1637,1996,11,30,3
1638,1997,9,1,2
1639,1997,9,2,2
1640,1997,9,3,2
1641,1997,9,4,1
1642,1997,9,5,1
1643,1997,9,6,1
1644,1997,9,7,2
1645,1997,9,8,2
1646,1997,9,9,2
1647,1997,9,10,2
1648,1997,9,11,2
1649,1997,9,12,2
1650,1997,9,13,1
1651,1997,9,14,2
1652,1997,9,15,3
1653,1997,9,16,3
1654,1997,9,17,2
1655,1997,9,18,8
1656,1997,9,19,5
1657,1997,9,20,4
1658,1997,9,21,3
1659,1997,9,22,3
1660,1997,9,23,3
1661,1997,9,24,3
1662,1997,9,25,4
1663,1997,9,26,3
1664,1997,9,27,3
1665,1997,9,28,3
1666,1997,9,29,3
1667,1997,9,30,3
1668,1997,10,1,4
1669,1997,10,2,3
1670,1997,10,3,4
1671,1997,10,4,7
1672,1997,10,5,7
1673,1997,10,6,7
1674,1997,10,7,7
1675,1997,10,8,7
1676,1997,10,9,7
1677,1997,10,10,8
1678,1997,10,11,8
1679,1997,10,12,8
1680,1997,10,13,1
1681,1997,10,14,1
1682,1997,10,15,1
1683,1997,10,16,1
1684,1997,10,17,1
1685,1997,10,18,2
1686,1997,10,19,3
1687,1997,10,20,3
1688,1997,10,21,3
1689,1997,10,22,4
1690,1997,10,23,5
1691,1997,10,24,5
1692,1997,10,25,6
1693,1997,10,26,7
1694,1997,10,27,7
1695,1997,10,28,8
1696,1997,10,29,8
1697,1997,10,30,7
1698,1997,10,31,8
1699,1997,11,1,8
1700,1997,11,2,1
1701,1997,11,3,1
1702,1997,11,4,8
1703,1997,11,5,1
1704,1997,11,6,1
1705,1997,11,7,8
1706,1997,11,8,1
1707,1997,11,9,1
1708,1997,11,10,1
1709,1997,11,11,1
1710,1997,11,12,2
1711,1997,11,13,2
1712,1997,11,14,2
1713,1997,11,15,2
1714,1997,11,16,3
1715,1997,11,17,3
1716,1997,11,18,3
1717,1997,11,19,3
1718,1997,11,20,3
1719,1997,11,21,3
1720,1997,11,22,4
1721,1997,11,23,4
1722,1997,11,24,3
1723,1997,11,25,2
1724,1997,11,26,1
1725,1997,11,27,1
1726,1997,11,28,1
1727,1997,11,29,1
1728,1997,11,30,1
1729,1998,9,1,8
1730,1998,9,2,8
1731,1998,9,3,8
1732,1998,9,4,8
1733,1998,9,5,8
1734,1998,9,6,8
1735,1998,9,7,8
1736,1998,9,8,8
1737,1998,9,9,8
1738,1998,9,10,8
1739,1998,9,11,1
1740,1998,9,12,1
1741,1998,9,13,1
1742,1998,9,14,1
1743,1998,9,15,3
1744,1998,9,16,3
1745,1998,9,17,3
1746,1998,9,18,3
1747,1998,9,19,3
1748,1998,9,20,4
1749,1998,9,21,4
1750,1998,9,22,4
1751,1998,9,23,4
1752,1998,9,24,4
1753,1998,9,25,4
1754,1998,9,26,4
1755,1998,9,27,4
1756,1998,9,28,4
1757,1998,9,29,5
1758,1998,9,30,5
1759,1998,10,1,5
1760,1998,10,2,5
1761,1998,10,3,5
1762,1998,10,4,5
1763,1998,10,5,5
1764,1998,10,6,5
1765,1998,10,7,5
1766,1998,10,8,5
1767,1998,10,9,6
1768,1998,10,10,6
1769,1998,10,11,6
1770,1998,10,12,6
1771,1998,10,13,6
1772,1998,10,14,6
1773,1998,10,15,6
1774,1998,10,16,6
1775,1998,10,17,6
1776,1998,10,18,6
1777,1998,10,19,6
1778,1998,10,20,7
1779,1998,10,21,7
1780,1998,10,22,8
1781,1998,10,23,8
1782,1998,10,24,3
1783,1998,10,25,4
1784,1998,10,26,4
1785,1998,10,27,4
1786,1998,10,28,5
1787,1998,10,29,5
1788,1998,10,30,5
1789,1998,10,31,5
1790,1998,11,1,6
1791,1998,11,2,7
1792,1998,11,3,7
1793,1998,11,4,7
1794,1998,11,5,3
1795,1998,11,6,3
1796,1998,11,7,5
1797,1998,11,8,5
1798,1998,11,9,5
1799,1998,11,10,5
1800,1998,11,11,5
1801,1998,11,12,5
1802,1998,11,13,5
1803,1998,11,14,5
1804,1998,11,15,5
1805,1998,11,16,6
1806,1998,11,17,6
1807,1998,11,18,6
1808,1998,11,19,6
1809,1998,11,20,6
1810,1998,11,21,6
1811,1998,11,22,6
1812,1998,11,23,6
1813,1998,11,24,6
1814,1998,11,25,6
1815,1998,11,26,6
1816,1998,11,27,6
1817,1998,11,28,6
1818,1998,11,29,6
1819,1998,11,30,6
1820,1999,9,1,6
1821,1999,9,2,7
1822,1999,9,3,7
1823,1999,9,4,7
1824,1999,9,5,7
1825,1999,9,6,7
1826,1999,9,7,8
1827,1999,9,8,8
1828,1999,9,9,8
1829,1999,9,10,7
1830,1999,9,11,8
1831,1999,9,12,1
1832,1999,9,13,8
1833,1999,9,14,8
1834,1999,9,15,8
1835,1999,9,16,1
1836,1999,9,17,1
1837,1999,9,18,1
1838,1999,9,19,1
1839,1999,9,20,1
1840,1999,9,21,1
1841,1999,9,22,1
1842,1999,9,23,1
1843,1999,9,24,1
1844,1999,9,25,1
1845,1999,9,26,1
1846,1999,9,27,1
1847,1999,9,28,2
1848,1999,9,29,2
1849,1999,9,30,2
1850,1999,10,1,2
1851,1999,10,2,2
1852,1999,10,3,2
1853,1999,10,4,2
1854,1999,10,5,2
1855,1999,10,6,2
1856,1999,10,7,2
1857,1999,10,8,2
1858,1999,10,9,2
1859,1999,10,10,2
1860,1999,10,11,2
1861,1999,10,12,2
1862,1999,10,13,2
1863,1999,10,14,3
1864,1999,10,15,3
1865,1999,10,16,3
1866,1999,10,17,3
1867,1999,10,18,3
1868,1999,10,19,3
1869,1999,10,20,4
1870,1999,10,21,4
1871,1999,10,22,4
1872,1999,10,23,4
1873,1999,10,24,4
1874,1999,10,25,4
1875,1999,10,26,4
1876,1999,10,27,4
1877,1999,10,28,4
1878,1999,10,29,4
1879,1999,10,30,4
1880,1999,10,31,5
1881,1999,11,1,5
1882,1999,11,2,5
1883,1999,11,3,5
1884,1999,11,4,5
1885,1999,11,5,5
1886,1999,11,6,6
1887,1999,11,7,6
1888,1999,11,8,6
1889,1999,11,9,6
1890,1999,11,10,6
1891,1999,11,11,6
1892,1999,11,12,7
1893,1999,11,13,7
1894,1999,11,14,7
1895,1999,11,15,8
1896,1999,11,16,8
1897,1999,11,17,7
1898,1999,11,18,7
1899,1999,11,19,7
1900,1999,11,20,8
1901,1999,11,21,8
1902,1999,11,22,1
1903,1999,11,23,1
1904,1999,11,24,1
1905,1999,11,25,2
1906,1999,11,26,3
1907,1999,11,27,3
1908,1999,11,28,3
1909,1999,11,29,4
1910,1999,11,30,4
1911,2000,9,1,7
1912,2000,9,2,8
1913,2000,9,3,8
1914,2000,9,4,8
1915,2000,9,5,8
1916,2000,9,6,8
1917,2000,9,7,8
1918,2000,9,8,8
1919,2000,9,9,8
1920,2000,9,10,8
1921,2000,9,11,8
1922,2000,9,12,8
1923,2000,9,13,1
1924,2000,9,14,1
1925,2000,9,15,2
1926,2000,9,16,2
1927,2000,9,17,1
1928,2000,9,18,1
1929,2000,9,19,2
1930,2000,9,20,2
1931,2000,9,21,2
1932,2000,9,22,1
1933,2000,9,23,1
1934,2000,9,24,2
1935,2000,9,25,2
1936,2000,9,26,1
1937,2000,9,27,1
1938,2000,9,28,2
1939,2000,9,29,2
1940,2000,9,30,2
1941,2000,10,1,2
1942,2000,10,2,2
1943,2000,10,3,3
1944,2000,10,4,3
1945,2000,10,5,3
1946,2000,10,6,4
1947,2000,10,7,4
1948,2000,10,8,5
1949,2000,10,9,5
1950,2000,10,10,5
1951,2000,10,11,5
1952,2000,10,12,5
1953,2000,10,13,5
1954,2000,10,14,5
1955,2000,10,15,5
1956,2000,10,16,5
1957,2000,10,17,5
1958,2000,10,18,5
1959,2000,10,19,5
1960,2000,10,20,5
1961,2000,10,21,5
1962,2000,10,22,5
1963,2000,10,23,5
1964,2000,10,24,6
1965,2000,10,25,6
1966,2000,10,26,6
1967,2000,10,27,6
1968,2000,10,28,6
1969,2000,10,29,6
1970,2000,10,30,6
1971,2000,10,31,6
1972,2000,11,1,6
1973,2000,11,2,7
1974,2000,11,3,7
1975,2000,11,4,7
1976,2000,11,5,7
1977,2000,11,6,7
1978,2000,11,7,8
1979,2000,11,8,8
1980,2000,11,9,8
1981,2000,11,10,1
1982,2000,11,11,1
1983,2000,11,12,1
1984,2000,11,13,2
1985,2000,11,14,2
1986,2000,11,15,2
1987,2000,11,16,2
1988,2000,11,17,3
1989,2000,11,18,3
1990,2000,11,19,3
1991,2000,11,20,3
1992,2000,11,21,3
1993,2000,11,22,3
1994,2000,11,23,4
1995,2000,11,24,4
1996,2000,11,25,4
1997,2000,11,26,4
1998,2000,11,27,5
1999,2000,11,28,4
2000,2000,11,29,4
2001,2000,11,30,5
2002,2001,9,1,7
2003,2001,9,2,7
2004,2001,9,3,8
2005,2001,9,4,8
2006,2001,9,5,8
2007,2001,9,6,1
2008,2001,9,7,8
2009,2001,9,8,1
2010,2001,9,9,1
2011,2001,9,10,1
2012,2001,9,11,1
2013,2001,9,12,2
2014,2001,9,13,2
2015,2001,9,14,2
2016,2001,9,15,1
2017,2001,9,16,2
2018,2001,9,17,2
2019,2001,9,18,2
2020,2001,9,19,2
2021,2001,9,20,2
2022,2001,9,21,2
2023,2001,9,22,2
2024,2001,9,23,2
2025,2001,9,24,2
2026,2001,9,25,2
2027,2001,9,26,2
2028,2001,9,27,2
2029,2001,9,28,2
2030,2001,9,29,3
2031,2001,9,30,3
2032,2001,10,1,3
2033,2001,10,2,3
2034,2001,10,3,4
2035,2001,10,4,4
2036,2001,10,5,4
2037,2001,10,6,4
2038,2001,10,7,5
2039,2001,10,8,5
2040,2001,10,9,5
2041,2001,10,10,6
2042,2001,10,11,6
2043,2001,10,12,6
2044,2001,10,13,7
2045,2001,10,14,7
2046,2001,10,15,7
2047,2001,10,16,7
2048,2001,10,17,7
2049,2001,10,18,6
2050,2001,10,19,7
2051,2001,10,20,7
2052,2001,10,21,8
2053,2001,10,22,8
2054,2001,10,23,8
2055,2001,10,24,8
2056,2001,10,25,8
2057,2001,10,26,8
2058,2001,10,27,1
2059,2001,10,28,2
2060,2001,10,29,2
2061,2001,10,30,2
2062,2001,10,31,2
2063,2001,11,1,3
2064,2001,11,2,3
2065,2001,11,3,3
2066,2001,11,4,3
2067,2001,11,5,3
2068,2001,11,6,3
2069,2001,11,7,3
2070,2001,11,8,4
2071,2001,11,9,4
2072,2001,11,10,4
2073,2001,11,11,4
2074,2001,11,12,4
2075,2001,11,13,3
2076,2001,11,14,3
2077,2001,11,15,3
2078,2001,11,16,4
2079,2001,11,17,4
2080,2001,11,18,4
2081,2001,11,19,4
2082,2001,11,20,4
2083,2001,11,21,5
2084,2001,11,22,5
2085,2001,11,23,6
2086,2001,11,24,6
2087,2001,11,25,6
2088,2001,11,26,7
2089,2001,11,27,7
2090,2001,11,28,7
2091,2001,11,29,7
2092,2001,11,30,6
2093,2002,9,1,8
2094,2002,9,2,8
2095,2002,9,3,8
2096,2002,9,4,8
2097,2002,9,5,8
2098,2002,9,6,1
2099,2002,9,7,2
2100,2002,9,8,2
2101,2002,9,9,3
2102,2002,9,10,4
2103,2002,9,11,4
2104,2002,9,12,4
2105,2002,9,13,5
2106,2002,9,14,6
2107,2002,9,15,7
2108,2002,9,16,7
2109,2002,9,17,7
2110,2002,9,18,7
2111,2002,9,19,7
2112,2002,9,20,8
2113,2002,9,21,1
2114,2002,9,22,2
2115,2002,9,23,2
2116,2002,9,24,2
2117,2002,9,25,2
2118,2002,9,26,2
2119,2002,9,27,2
2120,2002,9,28,2
2121,2002,9,29,2
2122,2002,9,30,2
2123,2002,10,1,2
2124,2002,10,2,2
2125,2002,10,3,3
2126,2002,10,4,3
2127,2002,10,5,4
2128,2002,10,6,4
2129,2002,10,7,5
2130,2002,10,8,5
2131,2002,10,9,5
2132,2002,10,10,5
2133,2002,10,11,5
2134,2002,10,12,5
2135,2002,10,13,5
2136,2002,10,14,5
2137,2002,10,15,5
2138,2002,10,16,6
2139,2002,10,17,7
2140,2002,10,18,8
2141,2002,10,19,1
2142,2002,10,20,1
2143,2002,10,21,8
2144,2002,10,22,8
2145,2002,10,23,8
2146,2002,10,24,8
2147,2002,10,25,1
2148,2002,10,26,1
2149,2002,10,27,1
2150,2002,10,28,1
2151,2002,10,29,2
2152,2002,10,30,2
2153,2002,10,31,2
2154,2002,11,1,2
2155,2002,11,2,2
2156,2002,11,3,2
2157,2002,11,4,2
2158,2002,11,5,2
2159,2002,11,6,2
2160,2002,11,7,3
2161,2002,11,8,3
2162,2002,11,9,3
2163,2002,11,10,3
2164,2002,11,11,3
2165,2002,11,12,3
2166,2002,11,13,3
2167,2002,11,14,3
2168,2002,11,15,3
2169,2002,11,16,3
2170,2002,11,17,3
2171,2002,11,18,3
2172,2002,11,19,4
2173,2002,11,20,4
2174,2002,11,21,4
2175,2002,11,22,4
2176,2002,11,23,4
2177,2002,11,24,5
2178,2002,11,25,5
2179,2002,11,26,5
2180,2002,11,27,6
2181,2002,11,28,6
2182,2002,11,29,6
2183,2002,11,30,6
2184,2003,9,1,1
2185,2003,9,2,1
2186,2003,9,3,1
2187,2003,9,4,1
2188,2003,9,5,2
2189,2003,9,6,4
2190,2003,9,7,4
2191,2003,9,8,4
2192,2003,9,9,4
2193,2003,9,10,4
2194,2003,9,11,4
2195,2003,9,12,4
2196,2003,9,13,4
2197,2003,9,14,4
2198,2003,9,15,4
2199,2003,9,16,5
2200,2003,9,17,5
2201,2003,9,18,5
2202,2003,9,19,5
2203,2003,9,20,5
2204,2003,9,21,6
2205,2003,9,22,7
2206,2003,9,23,7
2207,2003,9,24,7
2208,2003,9,25,6
2209,2003,9,26,5
2210,2003,9,27,5
2211,2003,9,28,4
2212,2003,9,29,4
2213,2003,9,30,4
2214,2003,10,1,5
2215,2003,10,2,5
2216,2003,10,3,5
2217,2003,10,4,4
2218,2003,10,5,3
2219,2003,10,6,3
2220,2003,10,7,3
2221,2003,10,8,4
2222,2003,10,9,4
2223,2003,10,10,4
2224,2003,10,11,4
2225,2003,10,12,5
2226,2003,10,13,5
2227,2003,10,14,5
2228,2003,10,15,5
2229,2003,10,16,5
2230,2003,10,17,5
2231,2003,10,18,5
2232,2003,10,19,5
2233,2003,10,20,6
2234,2003,10,21,6
2235,2003,10,22,6
2236,2003,10,23,6
2237,2003,10,24,6
2238,2003,10,25,7
2239,2003,10,26,7
2240,2003,10,27,8
2241,2003,10,28,8
2242,2003,10,29,8
2243,2003,10,30,8
2244,2003,10,31,8
2245,2003,11,1,8
2246,2003,11,2,8
2247,2003,11,3,1
2248,2003,11,4,1
2249,2003,11,5,1
2250,2003,11,6,2
2251,2003,11,7,2
2252,2003,11,8,3
2253,2003,11,9,3
2254,2003,11,10,3
2255,2003,11,11,4
2256,2003,11,12,4
2257,2003,11,13,4
2258,2003,11,14,4
2259,2003,11,15,4
2260,2003,11,16,4
2261,2003,11,17,3
2262,2003,11,18,2
2263,2003,11,19,1
2264,2003,11,20,1
2265,2003,11,21,8
2266,2003,11,22,8
2267,2003,11,23,8
2268,2003,11,24,8
2269,2003,11,25,7
2270,2003,11,26,7
2271,2003,11,27,8
2272,2003,11,28,1
2273,2003,11,29,2
2274,2003,11,30,2
2275,2004,9,1,1
2276,2004,9,2,1
2277,2004,9,3,1
2278,2004,9,4,1
2279,2004,9,5,2
2280,2004,9,6,2
2281,2004,9,7,1
2282,2004,9,8,1
2283,2004,9,9,2
2284,2004,9,10,2
2285,2004,9,11,2
2286,2004,9,12,2
2287,2004,9,13,2
2288,2004,9,14,2
2289,2004,9,15,2
2290,2004,9,16,2
2291,2004,9,17,2
2292,2004,9,18,2
2293,2004,9,19,2
2294,2004,9,20,2
2295,2004,9,21,2
2296,2004,9,22,2
2297,2004,9,23,2
2298,2004,9,24,3
2299,2004,9,25,3
2300,2004,9,26,3
2301,2004,9,27,3
2302,2004,9,28,3
2303,2004,9,29,3
2304,2004,9,30,4
2305,2004,10,1,4
2306,2004,10,2,4
2307,2004,10,3,4
2308,2004,10,4,5
2309,2004,10,5,5
2310,2004,10,6,5
2311,2004,10,7,5
2312,2004,10,8,5
2313,2004,10,9,5
2314,2004,10,10,6
2315,2004,10,11,6
2316,2004,10,12,6
2317,2004,10,13,6
2318,2004,10,14,6
2319,2004,10,15,6
2320,2004,10,16,7
2321,2004,10,17,7
2322,2004,10,18,8
2323,2004,10,19,8
2324,2004,10,20,8
2325,2004,10,21,1
2326,2004,10,22,1
2327,2004,10,23,1
2328,2004,10,24,1
2329,2004,10,25,1
2330,2004,10,26,2
2331,2004,10,27,2
2332,2004,10,28,2
2333,2004,10,29,2
2334,2004,10,30,3
2335,2004,10,31,3
2336,2004,11,1,3
2337,2004,11,2,3
2338,2004,11,3,3
2339,2004,11,4,3
2340,2004,11,5,3
2341,2004,11,6,2
2342,2004,11,7,2
2343,2004,11,8,2
2344,2004,11,9,8
2345,2004,11,10,7
2346,2004,11,11,7
2347,2004,11,12,8
2348,2004,11,13,7
2349,2004,11,14,6
2350,2004,11,15,5
2351,2004,11,16,4
2352,2004,11,17,4
2353,2004,11,18,3
2354,2004,11,19,2
2355,2004,11,20,3
2356,2004,11,21,3
2357,2004,11,22,2
2358,2004,11,23,2
2359,2004,11,24,2
2360,2004,11,25,3
2361,2004,11,26,3
2362,2004,11,27,3
2363,2004,11,28,3
2364,2004,11,29,4
2365,2004,11,30,4
2366,2005,9,1,3
2367,2005,9,2,3
2368,2005,9,3,4
2369,2005,9,4,4
2370,2005,9,5,4
2371,2005,9,6,4
2372,2005,9,7,4
2373,2005,9,8,4
2374,2005,9,9,5
2375,2005,9,10,5
2376,2005,9,11,5
2377,2005,9,12,5
2378,2005,9,13,5
2379,2005,9,14,5
2380,2005,9,15,5
2381,2005,9,16,5
2382,2005,9,17,5
2383,2005,9,18,6
2384,2005,9,19,6
2385,2005,9,20,7
2386,2005,9,21,8
2387,2005,9,22,8
2388,2005,9,23,8
2389,2005,9,24,8
2390,2005,9,25,8
2391,2005,9,26,8
2392,2005,9,27,8
2393,2005,9,28,8
2394,2005,9,29,8
2395,2005,9,30,8
2396,2005,10,1,8
2397,2005,10,2,8
2398,2005,10,3,1
2399,2005,10,4,1
2400,2005,10,5,1
2401,2005,10,6,1
2402,2005,10,7,1
2403,2005,10,8,1
2404,2005,10,9,2
2405,2005,10,10,2
2406,2005,10,11,2
2407,2005,10,12,2
2408,2005,10,13,2
2409,2005,10,14,3
2410,2005,10,15,4
2411,2005,10,16,4
