,0,1,2,3,4,5,6
0,112.0,70.0,67.0,77.0,76.0,115.0,92.0
1,520.0,315.0,300.0,345.0,341.0,527.0,416.0
2,109.0,69.0,66.0,75.0,73.0,110.0,88.0
