93,38,70,93,72,81,99
442,274,220,229,274,477,300
97,76,65,83,68,104,112
87,49,46,54,54,89,67
396,232,220,256,254,404,314
97,55,52,61,60,100,75
121,76,72,82,81,122,98
441,268,256,294,290,447,355
131,83,79,90,90,134,107
