,0,1,2,3,4,5,6
0,129.0,74.0,71.0,83.0,81.0,134.0,102.0
1,369.0,216.0,206.0,237.0,236.0,376.0,290.0
2,129.0,74.0,69.0,80.0,81.0,130.0,100.0
