,0,1,2,3,4,5,6
0,87.0,49.0,46.0,54.0,54.0,89.0,67.0
1,396.0,232.0,220.0,256.0,254.0,404.0,314.0
2,97.0,55.0,52.0,61.0,60.0,100.0,75.0
