,0,1,2,3,4,5,6
0,121.0,76.0,72.0,82.0,81.0,122.0,98.0
1,441.0,268.0,256.0,294.0,290.0,447.0,355.0
2,131.0,83.0,79.0,90.0,90.0,134.0,107.0
