135,83,117,166,87,93,108
439,245,215,221,256,409,285
114,84,60,65,105,198,155
129,74,71,83,81,134,102
369,216,206,237,236,376,290
129,74,69,80,81,130,100
168,104,100,114,113,172,137
415,253,240,277,275,421,332
167,104,100,114,113,169,135
