130,42,45,39,88,107,58
467,302,282,356,323,477,431
91,68,65,56,37,116,59
80,44,43,51,50,81,62
477,282,267,311,309,487,379
78,42,41,48,47,80,60
112,70,67,77,76,115,92
520,315,300,345,341,527,416
109,69,66,75,73,110,88
