93,60,87,97,48,35,46
537,317,286,340,356,559,428
58,35,19,14,44,106,74
73,41,38,46,45,75,56
515,304,289,334,330,523,406
53,28,26,32,32,55,41
103,66,62,71,71,106,84
552,335,319,366,362,561,443
79,51,49,55,54,82,65
