,WT,AO,NAO,PNA,NINO
1115,1,1.525,-0.5870000000000001,-1.4469999999999998,0.35
1116,5,1.117,-0.447,-0.902,0.35
1117,3,0.627,-0.34700000000000003,0.161,0.35
1118,3,0.03,-0.892,0.225,0.35
1119,7,-0.616,-0.7490000000000001,0.413,0.35
1120,7,-0.348,0.10400000000000001,1.3980000000000001,0.35
1121,6,0.33299999999999996,0.384,1.59,0.35
1122,6,0.953,0.14300000000000002,-0.27899999999999997,0.94
1123,5,1.054,-0.006999999999999999,-1.3530000000000002,0.94
1124,1,1.113,-0.10099999999999999,-1.87,0.94
1125,1,0.813,-0.099,-1.4380000000000002,0.94
1126,5,0.574,-0.094,-0.72,0.94
1127,5,0.47700000000000004,-0.095,0.191,0.94
1128,3,-0.374,-0.32299999999999995,0.435,0.94
1129,7,-1.2429999999999999,0.001,0.293,0.94
1130,6,-0.381,0.644,0.532,0.94
1131,5,0.461,0.601,0.495,0.94
1132,3,0.113,0.225,0.325,0.94
1133,3,-0.461,-0.127,0.306,0.94
1134,4,-0.449,-0.32899999999999996,0.0,0.94
1135,7,-0.076,-0.35100000000000003,-0.6779999999999999,0.94
1136,5,-0.003,-0.46299999999999997,-1.209,0.94
1137,3,-0.361,-0.665,-1.59,0.94
1138,1,-0.537,-0.7759999999999999,-1.7269999999999999,0.94
1139,1,-0.349,-0.5760000000000001,-1.7069999999999999,0.94
1140,1,0.37200000000000005,-0.40399999999999997,-1.556,0.94
1141,7,1.016,-0.465,-1.712,0.94
1142,7,0.845,-0.5529999999999999,-2.126,0.94
1143,7,0.9990000000000001,-0.45399999999999996,-2.366,0.94
1144,6,0.807,-0.16,-2.593,0.94
1145,6,0.494,0.076,-2.184,0.94
1146,6,-0.003,0.13,-1.801,0.94
1147,6,-1.151,-0.078,-1.35,0.94
1148,6,-2.0180000000000002,-0.322,-0.9329999999999999,0.94
1149,2,-2.822,-0.563,-0.899,0.94
1150,2,-3.0439999999999996,-0.616,-0.713,0.94
1151,2,-2.408,-0.49,-0.537,0.94
1152,2,-1.945,-0.175,-0.163,0.94
1153,2,-1.415,0.094,-0.006,1.21
1154,5,-0.977,-0.069,-0.136,1.21
1155,5,-0.986,-0.6940000000000001,-0.127,1.21
1156,7,-0.35700000000000004,-0.657,0.1,1.21
1157,7,0.64,0.055999999999999994,0.35200000000000004,1.21
1158,5,0.885,0.22899999999999998,0.24600000000000002,1.21
1159,7,0.47200000000000003,-0.026000000000000002,0.087,1.21
1160,7,0.23800000000000002,-0.064,0.09699999999999999,1.21
1161,2,0.87,0.301,0.124,1.21
1162,2,1.5859999999999999,0.7090000000000001,0.32299999999999995,1.21
1163,3,1.974,0.6940000000000001,0.31,1.21
1164,4,1.964,0.44,-0.048,1.21
1165,4,0.722,0.139,-0.132,1.21
1166,4,-0.316,-0.023,0.099,1.21
1167,7,-0.892,-0.175,0.48100000000000004,1.21
1168,4,-0.596,-0.126,0.685,1.21
1169,7,-0.425,-0.423,0.589,1.21
1170,7,-0.784,-0.777,0.539,1.21
1171,7,-0.757,-0.8340000000000001,0.6459999999999999,1.21
1172,5,0.032,-0.402,0.516,1.21
1173,5,0.507,0.225,0.217,1.21
1174,5,0.47600000000000003,0.615,0.315,1.21
1175,5,0.664,0.478,0.467,1.21
1176,3,1.03,0.271,0.613,1.21
1177,3,0.616,0.239,0.5870000000000001,1.21
1178,4,0.613,0.7140000000000001,0.363,1.21
1179,7,1.524,1.17,-0.08800000000000001,1.21
1180,7,1.5490000000000002,1.4040000000000001,-0.6779999999999999,1.21
1181,7,0.354,1.0979999999999999,-0.973,1.21
1182,5,-0.976,0.718,-1.101,1.21
1183,1,0.184,-0.675,-0.527,-0.24
1184,6,0.045,-0.7340000000000001,-0.789,-0.24
1185,5,-0.062,-1.043,-0.539,-0.24
1186,6,-0.28300000000000003,-1.111,-0.133,-0.24
1187,6,-0.629,-0.8759999999999999,-0.141,-0.24
1188,6,-0.309,-0.488,-0.688,-0.24
1189,6,0.622,-0.177,-1.364,-0.24
1190,6,0.9440000000000001,-0.359,-1.564,-0.24
1191,6,0.389,-0.711,-1.5390000000000001,-0.24
1192,5,-0.23600000000000002,-0.657,-1.725,-0.24
1193,1,-0.765,-0.551,-1.4809999999999999,-0.24
1194,6,-0.727,-0.212,-0.8390000000000001,-0.24
1195,6,-0.764,-0.019,-0.37,-0.24
1196,6,-1.3659999999999999,0.095,-0.402,-0.24
1197,6,-1.6969999999999998,0.349,-0.47100000000000003,-0.24
1198,6,-2.1390000000000002,0.256,-0.373,-0.24
1199,6,-2.064,0.21600000000000003,-0.469,-0.24
1200,5,-1.6340000000000001,0.204,-0.774,-0.24
1201,1,-1.442,-0.028999999999999998,-1.4080000000000001,-0.24
1202,1,-1.368,-0.13,-1.4180000000000001,-0.24
1203,5,-1.165,0.24100000000000002,-0.752,-0.24
1204,5,-0.976,0.265,-0.231,-0.24
1205,1,-0.741,0.24,0.242,-0.24
1206,6,0.071,0.6779999999999999,0.37,-0.24
1207,6,0.738,1.179,0.774,-0.24
1208,6,0.46399999999999997,0.9540000000000001,0.345,-0.24
1209,5,-0.45,0.102,-0.6459999999999999,-0.24
1210,1,-1.16,-0.518,-1.149,-0.24
1211,1,-1.2990000000000002,-0.8270000000000001,-1.094,-0.24
1212,4,-0.7090000000000001,-1.126,-0.7190000000000001,-0.24
1213,4,0.14300000000000002,-0.8059999999999999,0.376,-0.35
1214,7,0.386,-0.7929999999999999,0.529,-0.35
1215,1,-0.23199999999999998,-0.8859999999999999,0.42700000000000005,-0.35
1216,1,-0.58,-0.585,-0.012,-0.35
1217,2,-0.805,-0.247,-0.402,-0.35
1218,2,-0.248,-0.054000000000000006,-0.545,-0.35
1219,6,0.28,-0.249,-0.63,-0.35
1220,6,0.7,-0.765,-0.475,-0.35
1221,5,0.442,-1.143,-0.643,-0.35
1222,5,0.22399999999999998,-1.202,-0.623,-0.35
1223,3,-0.005,-1.014,-0.9079999999999999,-0.35
1224,3,-0.672,-0.9420000000000001,-1.296,-0.35
1225,3,-1.141,-1.246,-1.358,-0.35
1226,7,-1.6280000000000001,-1.581,-1.1159999999999999,-0.35
1227,7,-2.068,-1.746,-0.748,-0.35
1228,5,-2.26,-1.868,-0.41200000000000003,-0.35
1229,3,-2.362,-1.9680000000000002,-0.261,-0.35
1230,7,-2.0180000000000002,-1.955,0.36700000000000005,-0.35
1231,4,-1.3869999999999998,-1.653,0.804,-0.35
1232,7,-0.535,-1.229,1.025,-0.35
1233,7,0.892,-0.439,0.721,-0.35
1234,7,1.6909999999999998,0.034,0.711,-0.35
1235,6,1.33,-0.182,0.768,-0.35
1236,1,1.161,-0.325,0.877,-0.35
1237,4,1.068,-0.402,0.809,-0.35
1238,4,0.14,-0.544,0.7290000000000001,-0.35
1239,4,-1.13,-0.8909999999999999,0.812,-0.35
1240,4,-1.35,-1.228,0.7979999999999999,-0.35
1241,3,-1.129,-1.2790000000000001,0.262,-0.35
1242,4,-0.561,-0.946,0.042,-0.35
1243,2,0.713,-0.385,-0.162,-0.35
1244,2,0.963,-0.276,-0.384,-0.14
1245,5,0.65,-0.308,-0.336,-0.14
1246,5,-0.36200000000000004,-0.34,0.191,-0.14
1247,5,-0.325,-0.026000000000000002,0.485,-0.14
1248,3,0.12300000000000001,0.312,0.424,-0.14
1249,4,0.759,0.654,0.518,-0.14
1250,7,1.633,0.813,0.368,-0.14
1251,7,2.401,1.262,0.253,-0.14
1252,7,2.695,1.349,0.084,-0.14
1253,7,2.595,1.085,-0.175,-0.14
1254,7,2.354,0.9840000000000001,-0.392,-0.14
1255,5,1.3980000000000001,0.825,-0.163,-0.14
1256,3,0.27899999999999997,0.488,0.193,-0.14
1257,3,-0.24600000000000002,0.304,0.424,-0.14
1258,4,0.648,0.551,0.32299999999999995,-0.14
1259,7,0.9,0.623,0.19699999999999998,-0.14
1260,7,0.373,0.511,0.16,-0.14
1261,7,0.373,0.5760000000000001,0.14,-0.14
1262,7,0.055,0.25,-0.06,-0.14
1263,7,-0.9470000000000001,-0.16,-0.126,-0.14
1264,5,-1.755,-0.405,-0.361,-0.14
1265,5,-1.827,-0.061,-0.051,-0.14
1266,3,-1.347,0.332,0.652,-0.14
1267,2,-0.132,0.9209999999999999,1.156,-0.14
1268,5,1.07,1.264,1.104,-0.14
1269,5,1.952,1.486,1.074,-0.14
1270,3,1.6269999999999998,1.649,1.305,-0.14
1271,3,1.3119999999999998,1.643,1.367,-0.14
1272,3,1.4480000000000002,1.248,1.02,-0.14
1273,4,2.072,1.119,0.564,-0.14
1274,1,-1.341,-0.182,0.92,0.2
1275,6,-1.127,-0.349,0.934,0.2
1276,5,-1.015,-0.6459999999999999,1.167,0.2
1277,1,-1.0270000000000001,-0.7090000000000001,1.406,0.2
1278,1,-0.9309999999999999,-0.375,1.097,0.2
1279,1,-0.7490000000000001,-0.147,0.519,0.2
1280,1,0.14400000000000002,0.027000000000000003,0.069,0.2
1281,1,0.594,0.179,-0.322,0.2
1282,5,0.051,0.17600000000000002,-0.732,0.2
1283,3,-0.532,-0.466,-1.274,0.2
1284,1,-1.073,-1.177,-1.426,0.2
1285,6,-1.462,-1.304,-0.9690000000000001,0.2
1286,6,-1.436,-0.728,-0.46399999999999997,0.2
1287,6,-1.265,-0.618,-0.17800000000000002,0.2
1288,1,-0.903,-0.769,-0.10800000000000001,0.2
1289,6,-0.312,-0.762,-0.24,0.2
1290,6,0.267,-0.799,-0.34,0.2
1291,1,0.068,-0.767,-0.27699999999999997,0.2
1292,1,-0.615,-0.644,-0.5589999999999999,0.2
1293,7,-0.868,-0.47700000000000004,-0.7929999999999999,0.2
1294,1,-0.258,-0.026000000000000002,-0.8,0.2
1295,1,0.764,0.6679999999999999,-0.721,0.2
1296,1,1.064,1.094,-0.654,0.2
1297,1,0.611,0.857,-1.01,0.2
1298,1,-0.028999999999999998,0.562,-1.906,0.2
1299,5,0.204,0.617,-3.4410000000000003,0.2
1300,5,0.295,0.474,-3.971,0.2
1301,3,-0.384,0.5660000000000001,-2.681,0.2
1302,1,0.125,1.158,-1.659,0.2
1303,2,0.7020000000000001,1.244,-1.199,0.2
1304,5,-0.107,0.18,-1.443,0.24
1305,5,-0.544,-0.265,-1.453,0.24
1306,1,-0.675,-0.336,-0.645,0.24
1307,5,-1.401,-0.91,0.059000000000000004,0.24
1308,1,-1.308,-0.606,0.222,0.24
1309,6,-1.4169999999999998,-0.129,0.545,0.24
1310,6,-1.642,-0.064,0.7090000000000001,0.24
1311,1,-1.8719999999999999,-0.787,0.292,0.24
1312,3,-1.705,-1.5730000000000002,-0.253,0.24
1313,4,-1.465,-2.021,-0.8640000000000001,0.24
1314,7,-1.6369999999999998,-1.9980000000000002,-1.167,0.24
1315,3,-1.3880000000000001,-1.646,-1.178,0.24
1316,4,-1.01,-1.28,-1.0270000000000001,0.24
1317,7,-0.44799999999999995,-0.9259999999999999,-1.1159999999999999,0.24
1318,6,0.254,-0.511,-0.943,0.24
1319,6,0.375,-0.324,-0.62,0.24
1320,5,0.345,-0.39799999999999996,-0.516,0.24
1321,1,0.387,-0.305,-0.5589999999999999,0.24
1322,7,-0.09,-0.20800000000000002,-0.47700000000000004,0.24
1323,6,-0.15,-0.237,-0.09,0.24
1324,5,-0.307,-0.35600000000000004,0.124,0.24
1325,1,-0.19399999999999998,0.124,0.26899999999999996,0.24
1326,7,-0.18100000000000002,0.209,0.27,0.24
1327,7,0.016,-0.068,0.142,0.24
1328,7,-0.036000000000000004,-0.006,0.07,0.24
1329,6,0.033,0.35600000000000004,0.191,0.24
1330,3,0.184,0.5539999999999999,0.24100000000000002,0.24
1331,4,-0.43700000000000006,0.163,0.564,0.24
1332,3,-0.778,0.212,1.119,0.24
1333,3,-0.024,0.44799999999999995,1.035,0.24
1334,3,0.327,0.42100000000000004,0.79,0.24
1335,3,0.6459999999999999,0.616,0.474,0.26
1336,7,0.326,0.607,0.342,0.26
1337,5,-0.057,0.792,0.157,0.26
1338,5,0.027999999999999997,1.053,0.309,0.26
1339,5,-0.023,1.272,0.348,0.26
1340,3,-0.295,1.473,0.215,0.26
1341,4,-0.5529999999999999,1.4880000000000002,-0.031,0.26
1342,7,0.622,1.9869999999999999,-0.309,0.26
1343,7,1.806,2.252,-0.23600000000000002,0.26
1344,7,2.53,2.306,-0.188,0.26
1345,7,2.225,2.134,-0.353,0.26
1346,7,1.92,1.81,-0.48100000000000004,0.26
1347,5,1.575,1.666,-0.8859999999999999,0.26
1348,5,1.319,1.406,-1.2570000000000001,0.26
1349,1,1.271,1.396,-1.6969999999999998,0.26
1350,7,1.035,1.5319999999999998,-1.653,0.26
1351,5,0.8340000000000001,1.555,-1.547,0.26
1352,7,1.2690000000000001,1.676,-1.3319999999999999,0.26
1353,5,1.315,1.453,-0.782,0.26
1354,3,0.523,0.7609999999999999,-0.43799999999999994,0.26
1355,4,-0.738,0.395,-0.38,0.26
1356,7,0.408,0.7659999999999999,-0.331,0.26
1357,7,1.3030000000000002,0.905,-0.25,0.26
1358,7,1.464,0.7490000000000001,-0.09699999999999999,0.26
1359,2,1.591,0.8240000000000001,0.294,0.26
1360,7,1.6059999999999999,0.669,0.41,0.26
1361,5,1.6869999999999998,0.76,0.47100000000000003,0.26
1362,5,1.204,1.058,0.6559999999999999,0.26
1363,3,0.757,1.047,0.85,0.26
1364,7,1.3840000000000001,1.291,0.872,0.26
1365,1,0.92,0.47600000000000003,-0.177,0.28
1366,1,0.938,0.625,-0.53,0.28
1367,2,0.87,0.54,-0.758,0.28
1368,2,1.258,0.114,-0.898,0.28
1369,2,1.3419999999999999,-0.295,-0.7190000000000001,0.28
1370,1,0.662,-0.7659999999999999,-0.586,0.28
1371,1,-0.41200000000000003,-1.168,-0.763,0.28
1372,1,-1.324,-1.358,-1.095,0.28
1373,1,-1.406,-1.466,-1.125,0.28
1374,1,-1.033,-1.247,-0.794,0.28
1375,2,-0.628,-0.9359999999999999,-0.7070000000000001,0.28
1376,2,-0.184,-0.633,-0.687,0.28
1377,1,0.025,-0.757,-1.033,0.28
1378,1,-0.597,-1.234,-1.459,0.28
1379,6,-1.021,-1.62,-1.7690000000000001,0.28
1380,6,-0.912,-1.617,-2.004,0.28
1381,1,-0.688,-1.169,-1.7469999999999999,0.28
1382,1,-0.682,-0.983,-1.235,0.28
1383,1,-0.6629999999999999,-0.7509999999999999,-0.937,0.28
1384,1,-0.736,0.08,-0.40700000000000003,0.28
1385,6,-0.196,0.635,-0.6890000000000001,0.28
1386,6,0.45399999999999996,0.547,-1.493,0.28
1387,2,0.122,0.17300000000000001,-1.4780000000000002,0.28
1388,2,0.03,-0.053,-1.382,0.28
1389,1,0.523,-0.509,-1.62,0.28
1390,5,0.955,-0.599,-1.859,0.28
1391,5,0.8490000000000001,-0.504,-2.595,0.28
1392,3,0.402,-0.5770000000000001,-3.073,0.28
1393,3,-0.308,-0.758,-2.092,0.28
1394,4,-0.993,-1.074,-0.502,0.28
1395,4,-1.679,-1.695,-0.536,0.8
1396,4,-2.055,-2.144,-0.706,0.8
1397,2,-1.6780000000000002,-1.819,-0.621,0.8
1398,2,0.075,-0.6,-0.93,0.8
1399,4,2.011,0.21899999999999997,-1.112,0.8
1400,1,3.56,0.691,-0.8320000000000001,0.8
1401,6,3.425,0.8759999999999999,-0.508,0.8
1402,6,2.336,0.937,0.282,0.8
1403,5,1.329,0.602,0.8059999999999999,0.8
1404,1,0.31,0.342,0.835,0.8
1405,2,0.10400000000000001,0.324,0.446,0.8
1406,6,0.27699999999999997,-0.023,0.011000000000000001,0.8
1407,6,0.255,-0.377,-0.307,0.8
1408,2,-0.223,-0.5479999999999999,-0.40399999999999997,0.8
1409,2,-1.2670000000000001,-1.054,0.19,0.8
1410,2,-1.4709999999999999,-1.111,0.47,0.8
1411,2,-0.795,-0.6759999999999999,0.34700000000000003,0.8
1412,2,-0.20199999999999999,-0.609,-0.11199999999999999,0.8
1413,5,0.059000000000000004,-0.59,-0.6,0.8
1414,5,0.406,-0.40700000000000003,-0.872,0.8
1415,2,0.41700000000000004,-0.42,-0.8059999999999999,0.8
1416,2,0.45899999999999996,-0.5579999999999999,-0.285,0.8
1417,3,0.284,-0.905,0.044000000000000004,0.8
1418,3,-0.49,-1.281,0.568,0.8
1419,3,-0.8190000000000001,-1.4780000000000002,0.853,0.8
1420,3,-0.547,-1.2830000000000001,0.621,0.8
1421,4,-0.152,-1.057,0.212,0.8
1422,7,0.223,-0.779,-0.33299999999999996,0.8
1423,5,0.27699999999999997,-0.613,-1.131,0.8
1424,1,0.285,-0.354,-1.3619999999999999,0.8
1425,5,0.483,-0.127,-1.126,0.8
1426,3,0.48200000000000004,-0.08900000000000001,-1.035,1.22
1427,3,-0.40299999999999997,-0.24600000000000002,-0.8440000000000001,1.22
1428,7,-0.956,-0.126,-0.502,1.22
1429,6,-0.382,0.259,-0.83,1.22
1430,5,0.249,0.377,-1.015,1.22
1431,5,0.501,0.043,-1.0979999999999999,1.22
1432,4,0.049,-0.145,-1.1640000000000001,1.22
1433,7,-1.232,-0.273,-1.063,1.22
1434,4,-2.117,-0.799,-0.685,1.22
1435,4,-1.785,-1.081,-0.222,1.22
1436,7,-0.528,-1.185,-0.39799999999999996,1.22
1437,7,0.7440000000000001,-0.742,-0.546,1.22
1438,7,2.204,-0.253,-0.5660000000000001,1.22
1439,6,3.533,0.094,-0.6,1.22
1440,1,4.363,0.382,-0.898,1.22
1441,7,3.7539999999999996,0.344,-1.1159999999999999,1.22
1442,2,2.717,0.19399999999999998,-0.9329999999999999,1.22
1443,6,2.779,0.35100000000000003,-0.887,1.22
1444,1,3.5039999999999996,1.021,-1.133,1.22
1445,7,4.177,1.328,-1.21,1.22
1446,5,4.444,0.966,-1.2690000000000001,1.22
1447,3,4.001,0.914,-1.175,1.22
1448,4,3.67,0.765,-0.84,1.22
1449,4,3.073,0.29600000000000004,-0.795,1.22
1450,4,2.523,0.33899999999999997,-0.605,1.22
1451,4,3.3089999999999997,0.821,-0.48100000000000004,1.22
1452,7,3.6069999999999998,1.153,-0.74,1.22
1453,5,2.69,0.757,-0.9,1.22
1454,3,1.4340000000000002,0.55,-0.85,1.22
1455,4,1.077,0.6659999999999999,-0.84,1.22
1456,1,-1.217,-0.22,-0.126,-0.76
1457,1,-1.633,-0.516,-0.062,-0.76
1458,2,-1.75,-0.706,0.076,-0.76
1459,6,-1.755,-0.741,0.369,-0.76
1460,6,-1.867,-0.66,0.569,-0.76
1461,6,-2.19,-0.804,0.294,-0.76
1462,1,-2.481,-0.79,0.395,-0.76
1463,1,-2.501,-0.6829999999999999,0.607,-0.76
1464,1,-1.9780000000000002,-0.551,0.61,-0.76
1465,2,-1.439,-0.594,0.755,-0.76
1466,6,-0.897,-0.529,0.7659999999999999,-0.76
1467,6,-0.054000000000000006,-0.07,0.805,-0.76
1468,1,-0.028999999999999998,-0.024,0.581,-0.76
1469,1,-0.094,-0.073,0.22399999999999998,-0.76
1470,1,0.191,0.091,0.011000000000000001,-0.76
1471,6,0.085,0.473,-0.01,-0.76
1472,1,-0.48,0.7390000000000001,0.32,-0.76
1473,1,-0.8440000000000001,0.593,0.74,-0.76
1474,2,-0.787,0.33899999999999997,1.2919999999999998,-0.76
1475,2,-0.395,0.43799999999999994,1.954,-0.76
1476,1,0.087,0.6859999999999999,2.077,-0.76
1477,1,0.389,0.6920000000000001,1.946,-0.76
1478,1,0.474,0.779,1.845,-0.76
1479,6,0.831,1.136,1.505,-0.76
1480,2,1.535,1.6130000000000002,1.755,-0.76
1481,5,1.591,1.41,2.231,-0.76
1482,1,0.836,0.9740000000000001,1.911,-0.76
1483,1,0.187,0.5379999999999999,1.931,-0.76
1484,6,0.105,0.297,2.369,-0.76
1485,6,0.19,0.359,2.761,-0.76
1486,6,0.063,0.363,0.915,-1.02
1487,1,0.06,0.207,-0.031,-1.02
1488,1,-0.28600000000000003,-0.08199999999999999,-0.632,-1.02
1489,1,-0.909,-0.244,-0.53,-1.02
1490,1,-1.265,-0.098,-0.29600000000000004,-1.02
1491,5,-1.179,0.113,-0.14800000000000002,-1.02
1492,5,-0.728,0.289,0.079,-1.02
1493,1,0.11,0.39899999999999997,0.145,-1.02
1494,1,0.762,0.507,0.252,-1.02
1495,6,0.7909999999999999,0.693,0.5670000000000001,-1.02
1496,6,0.37799999999999995,0.627,0.732,-1.02
1497,1,-0.092,0.44,0.698,-1.02
1498,6,-0.631,-0.071,0.65,-1.02
1499,5,-1.072,-0.505,0.527,-1.02
1500,3,-1.344,-0.38299999999999995,0.679,-1.02
1501,4,-0.62,0.374,0.807,-1.02
1502,7,1.6230000000000002,1.449,0.5539999999999999,-1.02
1503,6,2.8789999999999996,1.567,0.028999999999999998,-1.02
1504,6,2.194,1.1059999999999999,-0.084,-1.02
1505,5,1.551,0.6,0.051,-1.02
1506,5,1.205,0.209,0.11699999999999999,-1.02
1507,5,0.48,-0.44299999999999995,-0.008,-1.02
1508,6,-0.17300000000000001,-0.57,-0.214,-1.02
1509,5,-0.193,-0.524,-0.086,-1.02
1510,1,0.49,-0.467,-0.126,-1.02
1511,5,1.038,-0.353,-0.321,-1.02
1512,5,0.6859999999999999,-0.527,-0.34299999999999997,-1.02
1513,3,-0.132,-0.7120000000000001,-0.47600000000000003,-1.02
1514,4,-1.188,-0.7509999999999999,-0.519,-1.02
1515,7,-1.34,-0.46799999999999997,-0.237,-1.02
1516,7,-0.9159999999999999,-0.327,-0.145,-1.02
1517,7,-0.7829999999999999,-0.674,-0.33399999999999996,-0.99
1518,5,-1.405,-1.023,-0.6679999999999999,-0.99
1519,3,-1.505,-0.9440000000000001,-0.919,-0.99
1520,4,-0.875,-0.639,-1.078,-0.99
1521,4,-0.374,-0.529,-1.16,-0.99
1522,7,-0.05,-0.436,-1.028,-0.99
1523,5,0.366,-0.168,-0.741,-0.99
1524,3,0.215,-0.37200000000000005,-0.679,-0.99
1525,4,-0.635,-0.852,-1.001,-0.99
1526,5,-1.176,-0.61,-0.93,-0.99
1527,5,-0.742,-0.414,-0.5870000000000001,-0.99
1528,3,-0.557,-0.669,-0.213,-0.99
1529,7,-0.726,-0.977,0.175,-0.99
1530,3,-1.247,-1.205,0.39799999999999996,-0.99
1531,3,-1.953,-1.6119999999999999,0.618,-0.99
1532,3,-1.86,-1.751,0.8270000000000001,-0.99
1533,7,-1.797,-1.538,0.986,-0.99
1534,7,-0.675,-1.215,0.919,-0.99
1535,7,-0.20800000000000002,-0.858,0.682,-0.99
1536,4,-0.862,-0.519,0.526,-0.99
1537,3,-0.846,-0.33899999999999997,0.24,-0.99
1538,4,-0.324,-0.268,-0.021,-0.99
1539,4,-0.7070000000000001,-0.536,-0.24100000000000002,-0.99
1540,7,-0.71,-0.72,-0.899,-0.99
1541,7,-0.156,-0.462,-1.4709999999999999,-0.99
1542,4,-0.6409999999999999,-0.575,-1.4809999999999999,-0.99
1543,5,-1.2009999999999998,-0.934,-1.099,-0.99
1544,3,-0.257,-0.797,-1.082,-0.99
1545,4,0.42,-0.759,-1.056,-0.99
1546,4,0.344,-0.662,-0.9440000000000001,-0.99
1547,2,-0.551,1.02,0.625,-0.37
1548,2,-1.16,0.705,0.956,-0.37
1549,1,-1.569,0.36,1.218,-0.37
1550,1,-2.074,0.33,1.3259999999999998,-0.37
1551,6,-2.123,0.614,1.024,-0.37
1552,1,-2.244,0.631,0.687,-0.37
1553,1,-2.3369999999999997,0.344,0.28600000000000003,-0.37
1554,1,-2.16,0.055999999999999994,-0.575,-0.37
1555,1,-1.895,-0.062,-0.8640000000000001,-0.37
1556,1,-1.642,-0.16,-0.83,-0.37
1557,1,-1.665,-0.25,-0.657,-0.37
1558,1,-1.413,-0.14400000000000002,-0.865,-0.37
1559,3,-1.262,-0.172,-0.7859999999999999,-0.37
1560,3,-1.206,-0.47700000000000004,-0.447,-0.37
1561,1,-1.7069999999999999,-0.746,0.27699999999999997,-0.37
1562,1,-2.2569999999999997,-0.865,0.672,-0.37
1563,1,-2.347,-1.136,0.306,-0.37
1564,2,-1.757,-1.345,-0.128,-0.37
1565,2,-1.196,-1.517,-0.5920000000000001,-0.37
1566,2,-0.963,-1.828,-0.9109999999999999,-0.37
1567,1,-0.8740000000000001,-1.9140000000000001,-0.6579999999999999,-0.37
1568,3,-1.2670000000000001,-1.705,-0.185,-0.37
1569,4,-1.435,-1.383,0.094,-0.37
1570,1,-1.216,-1.081,0.435,-0.37
1571,1,-0.6409999999999999,-0.6990000000000001,0.24,-0.37
1572,7,0.642,-0.282,-0.212,-0.37
1573,6,1.133,-0.20199999999999999,-0.8240000000000001,-0.37
1574,5,1.088,-0.245,-1.645,-0.37
1575,1,1.3619999999999999,-0.20600000000000002,-2.432,-0.37
1576,6,1.7480000000000002,0.14800000000000002,-2.6510000000000002,-0.37
1577,6,1.507,0.348,-2.137,-0.45
1578,6,1.175,0.67,-1.069,-0.45
1579,1,0.9079999999999999,0.511,0.231,-0.45
1580,2,0.794,0.746,0.43700000000000006,-0.45
1581,6,1.301,1.4340000000000002,0.051,-0.45
1582,6,1.944,1.949,-0.191,-0.45
1583,2,2.256,2.036,-0.039,-0.45
1584,2,2.0780000000000003,1.527,0.205,-0.45
1585,3,1.287,0.747,0.722,-0.45
1586,3,1.032,0.47100000000000003,1.088,-0.45
1587,7,1.168,0.57,1.08,-0.45
1588,7,0.98,0.679,0.5589999999999999,-0.45
1589,6,0.5720000000000001,0.094,0.43700000000000006,-0.45
1590,1,0.75,-0.603,0.273,-0.45
1591,7,0.33399999999999996,-1.2930000000000001,0.031,-0.45
1592,7,-0.7859999999999999,-1.666,-0.092,-0.45
1593,7,-1.271,-1.7069999999999999,-0.092,-0.45
1594,5,-1.202,-1.58,-0.252,-0.45
1595,3,-1.3030000000000002,-1.237,-0.387,-0.45
1596,2,-1.492,-0.898,-0.22,-0.45
1597,2,-1.71,-0.86,0.10099999999999999,-0.45
1598,5,-1.565,-1.044,0.21600000000000003,-0.45
1599,5,-0.863,-0.88,0.126,-0.45
1600,5,-0.306,-0.672,-0.344,-0.45
1601,1,-0.667,-0.812,-0.843,-0.45
1602,7,-0.6579999999999999,-0.684,-0.937,-0.45
1603,6,0.207,-0.10800000000000001,-1.3419999999999999,-0.45
1604,1,0.784,0.055999999999999994,-1.879,-0.45
1605,4,-0.091,-0.5589999999999999,-1.7719999999999998,-0.45
1606,5,-0.8590000000000001,-0.6729999999999999,-1.659,-0.45
1607,4,-0.851,-0.431,-1.305,-0.45
1608,3,-0.125,-0.331,-0.9670000000000001,-0.46
1609,3,0.77,0.098,-0.8490000000000001,-0.46
1610,4,1.056,0.433,-0.779,-0.46
1611,7,1.083,0.473,-0.892,-0.46
1612,7,1.9880000000000002,0.5770000000000001,-1.157,-0.46
1613,6,2.6839999999999997,0.392,-1.5219999999999998,-0.46
1614,5,2.325,0.275,-1.473,-0.46
1615,5,1.6980000000000002,0.166,-0.993,-0.46
1616,3,1.395,0.023,-0.498,-0.46
1617,3,0.14400000000000002,-0.46799999999999997,-0.146,-0.46
1618,4,-2.213,-0.669,0.16699999999999998,-0.46
1619,7,-1.703,-0.244,0.21899999999999997,-0.46
1620,7,0.163,0.638,0.203,-0.46
1621,7,1.5230000000000001,1.393,0.185,-0.46
1622,7,1.548,1.073,0.073,-0.46
1623,7,1.446,0.136,-0.45299999999999996,-0.46
1624,6,1.4240000000000002,-0.742,-0.557,-0.46
1625,7,0.961,-1.135,-0.42,-0.46
1626,4,-0.36700000000000005,-1.851,-0.188,-0.46
1627,4,-1.515,-1.882,0.106,-0.46
1628,4,-2.34,-1.646,0.121,-0.46
1629,4,-2.498,-1.206,0.161,-0.46
1630,4,-2.114,-0.601,0.40299999999999997,-0.46
1631,7,-1.3780000000000001,-0.025,0.47,-0.46
