,0,1,2,3,4,5,6
0,103.0,66.0,62.0,71.0,71.0,106.0,84.0
1,552.0,335.0,319.0,366.0,362.0,561.0,443.0
2,79.0,51.0,49.0,55.0,54.0,82.0,65.0
